iata,name,city,state,country,latitude,longitude
OG41,NACE FAMILY AIRSTRIP,GLENDALE,OR,USA,42.77123055,-123.31450833
OG42,QUAIL FLD,PENDLETON,OR,USA,45.65485277,-118.58969444
OG44,MISS KITTYS STRIP,AMITY,OR,USA,45.15338888,-123.23725
OG45,BALD MOUNTAIN,BAKER CITY,OR,USA,44.61694444,-117.87194444
OG48,GREER,COBURG,OR,USA,44.19594444,-123.07313888
OG49,COCA COLA,CORVALLIS,OR,USA,44.42194444,-123.25888888
OG50,COTTONWOOD CREEK RANCH,HARPER,OR,USA,43.84722222,-117.57416666
OG51,SIX SPRINGS RANCH,MADRAS,OR,USA,44.48345833,-120.91586388
OG52,JPM,MONMOUTH,OR,USA,44.83922222,-123.25893333
OG53,WILDHORSE VALLEY,ANDREWS,OR,USA,42.48794166,-118.60835555
OG54,SHANIKO CATTLE,SHANIKO,OR,USA,44.96009722,-120.88465833
OG63,GILBERT,NORTH PLAINS,OR,USA,45.64888888,-123.03944444
OGA,SEARLE FLD,OGALLALA,NE,USA,41.11947222,-101.76969444
OGB,ORANGEBURG MUNI,ORANGEBURG,SC,USA,33.4569178,-80.85940666
OGD,OGDEN-HINCKLEY,OGDEN,UT,USA,41.19507036,-112.01219472
OGG,KAHULUI,KAHULUI,HI,USA,20.89864861,-156.43045861
OGM,ONTONAGON COUNTY/SCHUSTER FLD,ONTONAGON,MI,USA,46.84547027,-89.36709166
OGS,OGDENSBURG INTL,OGDENSBURG,NY,USA,44.68225,-75.46325
OH03,WOODWORTH,MADISON,OH,USA,41.79227333,-81.0581525
OH07,SUNSET STRIP,MARLBORO,OH,USA,40.94394694,-81.23899305
OH09,ONE SHOT,HOWARD,OH,USA,40.315067,-82.24370088
OH12,OLD HICKORY AIRPARK,GENEVA,OH,USA,41.82190277,-80.95001111
OH15,MINERVA,MINERVA,OH,USA,40.7458925,-81.14426777
OH18,FREEFALL FLD,SYCAMORE,OH,USA,40.9325,-83.14027777
OH20,FLYERS PARK,NEWARK,OH,USA,40.15406666,-82.30690694
OH21,HORNING,GALION,OH,USA,40.73616861,-82.75267916
OH22,STOLTZFUS AIRFIELD,KIDRON,OH,USA,40.76116666,-81.77902222
OH24,MARKLEY FARM,ORRVILLE,OH,USA,40.87569444,-81.76649722
OH28,DONNER FLD,LEESBURG,OH,USA,39.36666666,-83.6
OH29,PETERSBURG,PETERSBURG,OH,USA,40.90061638,-80.55534777
OH32,GRAY,ALLIANCE,OH,USA,40.85471944,-81.12235833
OH33,GUSTAVUS,CORTLAND,OH,USA,41.44273333,-80.69205
OH34,LEIS,ANSONIA,OH,USA,40.20588083,-84.66162416
OH35,MISSION FLD,HALLSVILLE,OH,USA,39.42839694,-82.82267333
OH36,RIVERSIDE,ZANESVILLE,OH,USA,39.98617861,-81.98374611
OH38,BLUE BIRD,BELPRE,OH,USA,39.31451916,-81.61651583
OH40,EYLESAIR,RADNOR,OH,USA,40.37000972,-83.11223333
OH42,HAWK'S NEST,BUTLER,OH,USA,40.54006111,-82.39377388
OH44,HEAD FLD,GALENA,OH,USA,40.22061777,-82.94629277
OH45,DRAKE,BOWLING GREEN,OH,USA,41.45421888,-83.58632166
OH46,SCHANEY'S LAIR,BROOKVILLE,OH,USA,39.85983888,-84.43519166
OH48,ALLIANCE,ALLIANCE,OH,USA,40.90561388,-81.06509527
OH51,KATHAMEL,VERSAILLES,OH,USA,40.2880418,-84.47365416
OH55,ROD'S SOD,BARLOW,OH,USA,39.39272222,-81.67205
OH56,WARPED WING,JOHNSTOWN,OH,USA,40.15956944,-82.73765972
OH59,MC INTOSH,FARMERSVILLE,OH,USA,39.69588805,-84.44855833
OH60,GERKER AIRFIELD,FORT JENNINGS,OH,USA,40.95366138,-84.27355888
OH61,AMANDA,AMANDA,OH,USA,39.63534111,-82.7379475
OH63,JIMS,GERMANTOWN,OH,USA,39.60005638,-84.41661138
OH64,HUMMEL,GERMANTOWN,OH,USA,39.59311333,-84.34383138
OH65,HICKORY GROVE AIRPARK,GOSHEN,OH,USA,39.23944444,-84.10027777
OH66,OBANNON CREEK AERODROME,GOSHEN,OH,USA,39.23916944,-84.17438333
OH68,RAYLENE,HARRISON,OH,USA,39.300055,-84.74994972
OH71,TROY SKYPARK,TROY,OH,USA,39.99059027,-84.27073888
OH77,LUMBERTON,WILMINGTON,OH,USA,39.55311638,-83.85492722
OH78,SWIGART,LAURA,OH,USA,39.96755222,-84.4088375
OH82,GRAHAM FARM,ADAMS MILLS,OH,USA,40.15340305,-81.97346805
OH86,COLVIN,BELLEVUE,OH,USA,41.34525,-82.82867777
OH87,WHITE OAK FLD,CENTERBURG,OH,USA,40.3389625,-82.7723125
OH90,ANDREW J CIECHOMSKI MEML,ST CLAIRSVILLE,OH,USA,40.10208888,-80.89903333
OH92,PORTER,HOPEWELL,OH,USA,39.95423361,-82.18319888
OH93,DARBY,MILFORD CENTER,OH,USA,40.14033777,-83.39019833
OH94,LA RUE,OLD WASHINGTON,OH,USA,40.02179166,-81.48237638
OH95,TAILWHEEL LANE,CIRCLEVILLE,OH,USA,39.64668902,-82.84884263
OH96,NEALS,MOUNT ORAB,OH,USA,39.03361111,-83.88611111
OH97,CARCIOPPOLO FLD,MANTUA,OH,USA,41.35916666,-81.21777777
OH98,BERG FLD,FINDLAY,OH,USA,41.0325,-83.68805555
OH99,STRABLE LANDING STRIP,CECIL,OH,USA,41.20451666,-84.49615833
OI06,WAGNER,WEST MILTON,OH,USA,39.99174444,-84.29165555
OI11,HIBBETTS,CARROLLTON,OH,USA,40.63728333,-81.11259916
OI25,ROSS FLD,GREENFIELD,OH,USA,39.36534166,-83.35435861
OI28,LANKER,MOUNT GILEAD,OH,USA,40.58394805,-82.67934027
OI31,PHEASANT RUN,LEROY,OH,USA,41.70977166,-81.12482055
OI32,STONEY'S,RAVENNA,OH,USA,41.16811194,-81.2878825
OI36,FARPOINT AIRFIELD,GRATIS,OH,USA,39.6225,-84.48305555
OI38,HILLVIEW AIRSTRIP,EAST LIBERTY,OH,USA,40.30866694,-83.61520694
OI40,HALLELUJAH FLD,GOSHEN,OH,USA,39.20256138,-84.10465583
OI41,FAR VIEW,HIRAM,OH,USA,41.294,-81.15619444
OI42,D A CHANDLER,NEW LONDON,OH,USA,41.13283138,-82.46072472
OI52,LYONS FLD,JAMESTOWN,OH,USA,39.62506055,-83.78325833
OI55,SCHEIBE FLD,WOOSTER,OH,USA,40.75089027,-82.00431361
OI57,MC KINNEY FLD,HAMERSVILLE,OH,USA,38.92701194,-83.98854194
OI58,LOCKERIDGE,CANTON,OH,USA,40.84172444,-81.43789333
OI59,MILLER,CHESTER,OH,USA,39.13174361,-81.93180416
OI60,GORMAN,MANSFIELD,OH,USA,40.75477916,-82.39155305
OI62,RATAICZAK,RUSSELL,OH,USA,41.47644111,-81.3170525
OI69,BLACKACRE FARM,PAINESVILLE,OH,USA,41.77837972,-81.16704416
OI72,MARVIN THIEL FLD,BLAKESLEE,OH,USA,41.52222222,-84.72083333
OI73,WILLIAMSON,CEDARVILLE,OH,USA,39.71256,-83.80381472
OI77,MC ARDLE,FOSTORIA,OH,USA,41.21588583,-83.55798527
OI82,RUSS,JACKSON,OH,USA,38.91215777,-82.72488944
OI85,BEAM FARMS,SABINA,OH,USA,39.50192916,-83.71187083
OI89,MITE,CAMDEN,OH,USA,39.64949722,-84.62995166
OI91,HAMMOND,YELLOW SPRINGS,OH,USA,39.77972222,-83.90916666
OI98,TANK,CAMBRIDGE,OH,USA,40.06480972,-81.62227222
OIC,LT WARREN EATON,NORWICH,NY,USA,42.56655555,-75.52411111
OIN,OBERLIN MUNI,OBERLIN,KS,USA,39.83438444,-100.53983416
OJA,WEATHERFORD STAFFORD,WEATHERFORD,OK,USA,35.54580555,-98.6685
OJC,JOHNSON COUNTY EXEC,OLATHE,KS,USA,38.84759777,-94.73758388
OK00,JACKTOWN,JACKTOWN,OK,USA,35.51625,-97.02211111
OK01,SKYHAVEN AIRPARK,VERA,OK,USA,36.42898055,-95.90332222
OK02,DICK'S,GOLDSBY,OK,USA,35.11083333,-97.48166666
OK03,ELGIN'S STONY FLD,ELGIN,OK,USA,34.77850277,-98.27314444
OK04,CANADIAN RIVER RANCH,EUFAULA,OK,USA,35.30944444,-95.80833333
OK05,DOUBLE R RANCH,VINTA,OK,USA,36.78255555,-95.41316666
OK06,SNAKE CREEK WILDERNESS,COOKSON,OK,USA,35.64777777,-94.95
OK07,DJS,LAWTON,OK,USA,34.51816666,-98.32563888
OK08,HILL TOP,LAWTON,OK,USA,34.53341055,-98.35032777
OK1,STEARMANS ROOST,VINITA,OK,USA,36.48841972,-95.143855
OK10,CANADIAN RIVER CORRIENTES,HINTON,OK,USA,35.53937777,-98.43018888
OK11,KSA ORCHARDS,COMANCHE,OK,USA,34.31413611,-98.01052222
OK12,JONES FARM FLD,WALTERS,OK,USA,34.39916666,-98.26638888
OK14,WALKER FAMILY FARM,MOUNTAIN PARK,OK,USA,34.71951388,-98.92333333
OK15,AVIAN COUNTRY ESTATES,OOLAGAH,OK,USA,36.37611111,-95.70527777
OK16,FLYING E RANCH,CANEY,OK,USA,34.17414305,-96.22412222
OK17,BASS AERO,ARDMORE,OK,USA,34.21825,-97.05256666
OK18,GRAND ISLE,ADAIR,OK,USA,36.42341666,-95.17106666
OK20,SAGEEYAH AIRFIELD,CLAREMORE,OK,USA,36.38340277,-95.6495
OK21,LONGS NORTH,PRYOR,OK,USA,36.33342666,-95.30441333
OK23,TALIAFERRO FLD,ARDMORE,OK,USA,34.1983,-97.23116666
OK24,COLBY FLD,LONE GROVE,OK,USA,34.20650647,-97.23118822
OK25,CHEROKEE RANCH,HASKELL,OK,USA,35.81333333,-95.75333333
OK28,MCDANIEL AVIATION,RAVIA,OK,USA,34.22916666,-96.74916666
OK29,TRAVIS,MARIETTA,OK,USA,33.93593388,-97.05445472
OK30,GRANDCRAFT LANDING STRIP,LANGLEY,OK,USA,36.49175055,-95.05024055
OK31,WHITTINGTON RANCH,THACKERVILLE,OK,USA,33.77854166,-97.13145833
OK32,THUNDERBIRD LANDING,NORMAN,OK,USA,35.20127777,-97.30899305
OK34,GUSTAFSON,SALLISAW,OK,USA,35.48426,-94.8418925
OK36,DUCKCREEK,MOUNDS,OK,USA,35.88208333,-96.00486111
OK37,DOG IRON RANCH,OOLOGAH,OK,USA,36.46953611,-95.66775555
OK39,JUDY RANCH,FORGAN,OK,USA,36.96669444,-100.31708944
OK40,DOUBLE H RANCH,RUSH SPRINGS,OK,USA,34.72825277,-97.90057777
OK42,LARIAT RANCH,TALALA,OK,USA,36.57856666,-95.68655277
OK43,LOGSDON RANCH,ALVA,OK,USA,36.53058888,-98.63675027
OK46,MC CRAYS,MANCHESTER,OK,USA,36.95891472,-98.07534111
OK47,MILLER BROTHERS,MANCHESTER,OK,USA,36.94169277,-98.01700611
OK48,HIGGS,BURNEYVILLE,OK,USA,33.92596388,-97.29634861
OK49,SECREST RANCH,PONCA CITY,OK,USA,36.65003916,-97.0169825
OK50,FLYSOONER FLD,BEGGS,OK,USA,35.75166666,-96.15375
OK51,ENIX,HENNESSEY,OK,USA,36.10420444,-97.93700166
OK54,MAY RANCH,ALVA,OK,USA,36.99669638,-99.00482277
OK55,BOST RANCH,LUTHER,OK,USA,35.71450138,-97.22586694
OK56,SOPWITH LDG,LEXINGTON,OK,USA,35.07625041,-97.34663361
OK58,BLUESTEM,COLLINSVILLE,OK,USA,36.39731472,-95.90499027
OK59,WOLF MOUNTAIN,POTEAU,OK,USA,35.02232055,-94.70439388
OK60,DRIFTING G RANCH,CHICKASHA,OK,USA,34.98741666,-97.81078333
OK62,STRADER RANCH,ARDMORE,OK,USA,34.24870277,-97.20918055
OK64,GREEN VALLEY FARMS,LEXINGTON,OK,USA,34.97638888,-97.33694444
OK66,COTTONWOOD,STILLWATER,OK,USA,36.02737613,-96.95746386
OK67,RAMSAK,DUNCAN,OK,USA,34.54709444,-97.90961666
OK68,6B AIRFIELD,BOKCHITO,OK,USA,33.87878055,-96.08252777
OK69,MALINCHAK PVT,BRISTOW,OK,USA,35.79626388,-96.42814722
OK70,NILES CANYON RANCH,HINTON,OK,USA,35.43057222,-98.25768055
OK71,TLC,CARRIER,OK,USA,36.50374444,-98.00883888
OK72,TRUST LANDING,CHESTER,OK,USA,36.21271666,-98.90329166
OK74,FLYING H,ASHLAND,OK,USA,34.82953805,-96.034165
OK77,MOUND VALLEY FARM,HYDRO,OK,USA,35.41587777,-98.54248611
OK78,DELOZIER,CHELSEA,OK,USA,36.55910694,-95.43169444
OK79,TEMPLE INC,TEMPLE,OK,USA,34.25675666,-98.24115583
OK80,THOMAS RANCH,ADA,OK,USA,34.72869944,-96.60111944
OK81,BROWN AIRSTRIP,MARLOW,OK,USA,34.68414166,-97.86669444
OK82,SCOTTYS FLD,ALTUS,OK,USA,34.69173416,-99.34480861
OK85,GODDARD RANCH,ARDMORE,OK,USA,34.30009277,-96.916955
OK88,BIG CREEK RANCH AIRSTRIP,SOUTH COFFEYVILLE,OK,USA,36.91445555,-95.46329722
OK89,L&L,MARLOW,OK,USA,34.69343611,-97.89815555
OK90,ROCKET RANCH,DUNCAN,OK,USA,34.446206,-98.1150425
OK91,MALCOM FARM,MARLOW,OK,USA,34.64309722,-98.04401666
OK93,AIRMAN ACRES,COLLINSVILLE,OK,USA,36.33294444,-95.89220833
OK94,SANDRIDGE AIRPARK INC,COLLINSVILLE,OK,USA,36.35457638,-95.80322222
OK95,DISNEY,DISNEY,OK,USA,36.48897083,-94.9582925
OK96,IVES,WELLSTON,OK,USA,35.75644805,-97.08475277
OK97,KETCHUM RANCH,DUNCAN,OK,USA,34.53341416,-97.76697694
OK98,LYNN AIRFIELD,BURNS FLAT,OK,USA,35.36669166,-99.22239444
OK99,SHERIDAN FLD,DRUMMOND,OK,USA,36.28827777,-98.02311111
OKB,BOB MAXWELL MEML AIRFIELD,OCEANSIDE,CA,USA,33.21797638,-117.3515075
OKC,OKC WILL ROGERS INTL,OKLAHOMA CITY,OK,USA,35.39307277,-97.60076555
OKH,DELAURENTIS,OAK HARBOR,WA,USA,48.25152777,-122.67366666
OKK,KOKOMO MUNI,KOKOMO,IN,USA,40.52765583,-86.05973722
OKM,OKMULGEE RGNL/PAUL AND BETTY ABBOTT FLD,OKMULGEE,OK,USA,35.66811111,-95.94852777
OKS,GARDEN COUNTY/KING RHILEY FLD,OSHKOSH,NE,USA,41.40191108,-102.35635155
OKV,WINCHESTER RGNL,WINCHESTER,VA,USA,39.14352777,-78.14444444
OKZ,KAOLIN FLD,SANDERSVILLE,GA,USA,32.96637472,-82.83748861
OL02,WEST BUTTERCREEK,ECHO,OR,USA,45.66527777,-119.38611111
OL05,SKYDIVE OREGON,MOLALLA,OR,USA,45.14623305,-122.61758861
OL09,JENNINGS RANCH,COOPERTON,OK,USA,34.88339527,-98.75034472
OL10,WATERS BOONE,HYDRO,OK,USA,35.65305555,-98.60583333
OL12,RED ROCK SOUTH,PERRY,OK,USA,36.42166666,-97.16166666
OL18,FLYING D,WATONGA,OK,USA,35.78903194,-98.59692638
OL19,KOURTIS FAMILY FARM,SKIATOOK,OK,USA,36.41527777,-96.05611111
OL20,WHITEHORN COVE,WAGONER,OK,USA,35.99732166,-95.25884944
OL23,JIRIK FLD,CASHION,OK,USA,35.83199305,-97.70579166
OL24,RONKA RHEY,LUTHER,OK,USA,35.73615972,-97.18908333
OL25,EAGLE CHIEF,CLEO SPRINGS,OK,USA,36.40277777,-98.4525
OL26,GOAROUND,BOSWELL,OK,USA,33.90555555,-95.83611111
OL27,FAITH FLD,MARIETTA,OK,USA,34.03138888,-97.00930555
OL28,CEDAR & SKY FLY IN RANCH,GEARY,OK,USA,35.58387777,-98.30410138
OL29,ECHO MOUNTAIN AIRFIELD,ELGIN,OK,USA,34.76255555,-98.44683333
OL30,FLYING S RANCH,WANETTE,OK,USA,35.00199072,-97.061613
OL31,RED BARON RANCH,COWETA,OK,USA,35.94035694,-95.72760694
OL32,FLAT ROCK FLD,CHOUTEAU,OK,USA,36.07163194,-95.36274027
OL35,AVIATION ACRES,MOUNDS,OK,USA,35.86012938,-96.08203619
OL36,TROPHY RIDGE,PAWHUSKA,OK,USA,36.98843055,-96.32224722
OL37,COOPER COLES RANCH,CONNERVILLE,OK,USA,34.43953541,-96.60772291
OL38,BRATTON,POTEAU,OK,USA,35.085592,-94.594926
OL39,MIDWAY,STROUD,OK,USA,35.69861111,-96.6775
OL40,PATTI AIR STRIP,CUSHING,OK,USA,36.04377916,-96.63184027
OL41,LOBO FLD,CALVIN,OK,USA,34.9080915,-96.2436205
OL42,SEMPER FI LNDG,SPIRO,OK,USA,35.2633045,-94.4908465
OL44,PORTER,RETROP,OK,USA,35.13305555,-99.38388888
OL46,REED AERO,ERICK,OK,USA,35.29579713,-99.9251103
OL47,HALLUM RANCH,WEWOKA,OK,USA,35.2360105,-96.5066005
OL48,WINGIT,HASKELL,OK,USA,35.70710486,-95.56508544
OL49,WALNUT CREEK LANDING,BLANCHARD,OK,USA,35.1083598,-97.70920588
OL55,BLACKBERRY HILL,PERKINS,OK,USA,36.00975625,-97.042222
OL56,GK EDWARDS,GUTHRIE,OK,USA,35.88625,-97.32236111
OL60,STOL IN,CATOOSA,OK,USA,36.1363795,-95.6763185
OL99,LOOKOUT,HOMER,AK,USA,59.7013825,-151.4983885
OLD,DEWITT FLD/OLD TOWN MUNI,OLD TOWN,ME,USA,44.952335,-68.67449555
OLE,CATTARAUGUS COUNTY-OLEAN,OLEAN,NY,USA,42.24119444,-78.37136111
OLF,L M CLAYTON,WOLF POINT,MT,USA,48.0945,-105.57505555
OLG,SOLON SPRINGS MUNI,SOLON SPRINGS,WI,USA,46.31475388,-91.81637583
OLM,OLYMPIA RGNL,OLYMPIA,WA,USA,46.96940444,-122.90254472
OLS,NOGALES INTL,NOGALES,AZ,USA,31.41772222,-110.84788888
OLU,COLUMBUS MUNI,COLUMBUS,NE,USA,41.44872222,-97.34094444
OLV,OLIVE BRANCH/TAYLOR FLD,OLIVE BRANCH,MS,USA,34.97875,-89.78686111
OLY,OLNEY-NOBLE,OLNEY-NOBLE,IL,USA,38.72182722,-88.17643277
OLZ,OELWEIN MUNI,OELWEIN,IA,USA,42.6809245,-91.97439538
OMA,EPPLEY AIRFIELD,OMAHA,NE,USA,41.30316666,-95.89405555
OME,NOME,NOME,AK,USA,64.512555,-165.44439388
OMH,ORANGE COUNTY,ORANGE,VA,USA,38.24720277,-78.04562111
OMK,OMAK,OMAK,WA,USA,48.46441222,-119.51805138
OMN,ORMOND BEACH MUNI,ORMOND BEACH,FL,USA,29.30114,-81.11379972
ONA,WINONA MUNI/MAX CONRAD FLD,WINONA,MN,USA,44.07960988,-91.71162988
ONL,THE O'NEILL MUNI-JOHN L BAKER FLD,O'NEILL,NE,USA,42.46936111,-98.68777777
ONM,SOCORRO MUNI,SOCORRO,NM,USA,34.02247222,-106.90313888
ONO,ONTARIO MUNI,ONTARIO,OR,USA,44.01936111,-117.01302777
ONP,NEWPORT MUNI,NEWPORT,OR,USA,44.58036111,-124.05791666
ONT,ONTARIO INTL,ONTARIO,CA,USA,34.05601416,-117.6011875
ONX,CURRITUCK COUNTY RGNL,CURRITUCK,NC,USA,36.39994111,-76.01542527
ONY,OLNEY MUNI,OLNEY,TX,USA,33.35088888,-98.81916666
ONZ,GROSSE ILE MUNI,DETROIT/GROSSE ILE,MI,USA,42.09907805,-83.16146
OOA,OSKALOOSA MUNI,OSKALOOSA,IA,USA,41.22611111,-92.49383333
OOK,TOKSOOK BAY,TOKSOOK BAY,AK,USA,60.54133638,-165.08718388
OPF,MIAMI-OPA LOCKA EXEC,MIAMI,FL,USA,25.90741666,-80.27822222
OPL,ST LANDRY PARISH,OPELOUSAS,LA,USA,30.55839972,-92.09937611
OPN,THOMASTON-UPSON COUNTY,THOMASTON,GA,USA,32.95500255,-84.26408619
OQN,BRANDYWINE RGNL,WEST CHESTER,PA,USA,39.99011722,-75.58190194
OQU,QUONSET STATE,NORTH KINGSTOWN,RI,USA,41.59713888,-71.41213888
OQW,MAQUOKETA MUNI,MAQUOKETA,IA,USA,42.05008333,-90.73880555
OR00,FLYING K RANCH,BEAVERTON,OR,USA,45.43452777,-122.88
OR01,TEMPERANCE CREEK USFS,IMNAHA,OR,USA,45.53419861,-116.53514166
OR03,REDTAIL RANCH AIRSTRIP,UNION,OR,USA,45.06472222,-117.66157777
OR04,KENNEL AIRSTRIP,BEND,OR,USA,44.02956111,-121.16474722
OR05,FLYING M,YAMHILL,OR,USA,45.36152777,-123.35330555
OR06,SNIDER CREEK,MEDFORD,OR,USA,42.53901277,-122.92294833
OR07,WEDDLE FLD,LONG CREEK,OR,USA,44.76237527,-119.10191666
OR08,BARTON LAKE RANCH,DIAMOND,OR,USA,43.1287675,-118.67658916
OR09,WHITEHORSE RANCH,FIELDS,OR,USA,42.33563916,-118.25752361
OR10,ROARING SPRINGS RANCH,FRENCHGLEN,OR,USA,42.64960666,-118.99158888
OR11,JENSENS STRIP,HAINES,OR,USA,44.91236694,-117.957995
OR12,OXBOW,HOMESTEAD,OR,USA,45.0043225,-116.84904583
OR13,WILEY CREEK,DAYVILLE,OR,USA,44.50283333,-119.37108333
OR14,JUNTURA,JUNTURA,OR,USA,43.74154638,-118.0635125
OR16,BLACK BULL SPRING RANCH,AROCK,OR,USA,43.09680555,-118.15
OR17,OXBOW RANCH,PRAIRIE CITY,OR,USA,44.41182472,-118.691335
OR20,HEMMINGSON,ALBANY,OR,USA,44.65817666,-123.14287388
OR21,MILLER AIRSTRIP,ALBANY,OR,USA,44.59317805,-122.98953527
OR22,ROPPAIR,ALBANY,OR,USA,44.61928888,-123.03175972
OR23,KARPENS,ASTORIA,OR,USA,46.16138888,-123.64027777
OR25,FLYING E,AUMSVILLE,OR,USA,44.84484333,-122.90120277
OR27,CHADWICK,BANKS,OR,USA,45.64585,-123.15548055
OR28,HARVEY'S ACRES,BEAVERTON,OR,USA,45.44150611,-122.89287888
OR29,WILD BILLY,BEATTY,OR,USA,42.49281666,-121.32015
OR30,D M STEVENSON RANCH,BEND,OR,USA,44.00317277,-121.27197333
OR31,SOHLER'S HOLLY HILL,HILLSBORO,OR,USA,45.41338888,-122.99391666
OR32,HOOKS STRIP,BURNS,OR,USA,43.59222222,-118.77305555
OR34,WHIPPET FLD,SISTERS,OR,USA,44.32233861,-121.43337583
OR35,FLYING K BAR J RANCH,BORING,OR,USA,45.44262055,-122.32064388
OR38,WESTERN HELICOPTER SERVICES,BROOKS,OR,USA,45.079375,-122.92589166
OR39,FLYING TOM,CORVALLIS,OR,USA,44.65762083,-123.21204194
OR40,DIETZ AIRPARK,CANBY,OR,USA,45.25567666,-122.65092416
OR41,WORKMAN AIRPARK,CANBY,OR,USA,45.20762111,-122.66925777
OR42,AGAPE FARM,PRINEVILLE,OR,USA,44.06038888,-120.79877777
OR44,GRAVE-KING,ROGUE RIVER,OR,USA,42.67551388,-123.18983333
OR45,WEST POINT,COBURG,OR,USA,44.19706861,-123.05592055
OR46,AJAX,CONDON,OR,USA,45.38318333,-120.46782444
OR47,STRAUCH FLD,JUNCTION CITY,OR,USA,44.18833333,-123.18944444
OR48,PLACER,GRANTS PASS,OR,USA,42.62719336,-123.32280469
OR50,LEHMAN FLD,CORBETT,OR,USA,45.48567583,-122.23397833
OR51,GILLETTE FLD,SCIO,OR,USA,44.71956666,-122.69953055
OR52,VENELL,CORVALLIS,OR,USA,44.473455,-123.30259944
OR53,WAPINITIA,WAPINITIA,OR,USA,45.14567305,-121.22895194
OR54,WINN,CORVALLIS,OR,USA,44.59845472,-123.20676444
OR57,WALKER,CRESWELL,OR,USA,43.868735,-123.03396972
OR59,TRIVELPIECE,YAMHILL,OR,USA,45.33150333,-123.20705111
OR60,CHAMBERLAIN,MEDFORD,OR,USA,42.46666805,-122.71356111
OR61,APPLE VALLEY,BUXTON,OR,USA,45.67844555,-123.18622277
OR62,CACHE CREEK USFS,LEWISTON,OR,USA,45.98198472,-116.90398055
OR64,BEACH RANCH,ENTERPRISE,OR,USA,45.96376055,-117.23488305
OR65,EAGLE NEST RANCH,ESTACADA,OR,USA,45.35484305,-122.34592
OR66,BEAVER OAKS,ESTACADA,OR,USA,45.30401,-122.36091888
OR67,MITCHELL FLD,ALBANY,OR,USA,44.6952,-123.01966111
OR70,PINE VALLEY,HALFWAY,OR,USA,44.85960388,-117.08794916
OR71,MORGAN'S,BALLSTON,OR,USA,45.06527777,-123.32916666
OR72,FLY JLA,BORING,OR,USA,45.442065,-122.32314388
OR73,CALVERT PEAK,GLENDALE,OR,USA,42.77872416,-123.73396805
OR74,WINKLE BAR,GRANTS PASS,OR,USA,42.70150083,-123.80508083
OR76,CIDER RUN,ESTACADA,OR,USA,45.33503686,-122.40950502
OR77,BEGGS AIRSTRIP,AUMSVILLE,OR,USA,44.87120233,-122.83231463
OR78,DANIELS FLD LLC,HARRISBURG,OR,USA,44.27055555,-123.06194444
OR79,FALLEN ROCK,REDMOND,OR,USA,44.20542777,-121.28079166
OR8,DUG BAR USFS,IMNAHA,OR,USA,45.80583333,-116.68868888
OR80,STONEBRINK,LOSTINE,OR,USA,45.5207625,-117.37839027
OR81,OLINGER AIRPARK,HILLSBORO,OR,USA,45.55348611,-123.0211875
OR82,PAIR-A-DICE,ALBANY,OR,USA,44.67305555,-123.00486111
OR84,PEARSON AIRSTRIP,PRINEVILLE,OR,USA,44.06861111,-120.80333333
OR85,HIDEAWAY,PRINEVILLE,OR,USA,44.27510138,-120.73534166
OR86,GILMOUR AG AIR,JEFFERSON,OR,USA,44.75539888,-123.04703833
OR87,BLUE SKIES FARM,SALEM,OR,USA,44.96611111,-122.9225
OR88,VALLEY VIEW,ESTACADA,OR,USA,45.30766944,-122.31813611
OR89,KINZUA,KINZUA,OR,USA,44.99985527,-120.05252055
OR9,LORD FLAT USFS,IMNAHA,OR,USA,45.66646111,-116.61835833
OR90,LAFAYETTE AIRSTRIP,LAFAYETTE,OR,USA,45.24428305,-123.12899305
OR92,K2,ECHO,OR,USA,45.75274305,-119.38340277
OR94,J & J,BROWNSVILLE,OR,USA,44.39166666,-123.02953388
OR95,VINEYARD,MC COY,OR,USA,45.04983944,-123.23454694
OR96,BEAGLE SKY RANCH,MEDFORD,OR,USA,42.53901305,-122.90393416
ORB,ORR RGNL,ORR,MN,USA,48.01591666,-92.85605555
ORD,CHICAGO O'HARE INTL,CHICAGO,IL,USA,41.97694027,-87.90814972
ORE,ORANGE MUNI,ORANGE,MA,USA,42.56999694,-72.28849833
ORF,NORFOLK INTL,NORFOLK,VA,USA,36.89460416,-76.20122916
ORG,ORANGE COUNTY,ORANGE,TX,USA,30.06845161,-93.80402022
ORH,WORCESTER RGNL,WORCESTER,MA,USA,42.26713888,-71.87561111
ORI,PORT LIONS,PORT LIONS,AK,USA,57.884925,-152.84757222
ORK,NORTH LITTLE ROCK MUNI,NORTH LITTLE ROCK,AR,USA,34.83313888,-92.25413888
ORL,ORLANDO EXEC,ORLANDO,FL,USA,28.54546166,-81.33293
ORS,ORCAS ISLAND,EASTSOUND,WA,USA,48.70833722,-122.91059527
ORT,NORTHWAY,NORTHWAY,AK,USA,62.96116666,-141.92808333
OSA,MOUNT PLEASANT RGNL,MOUNT PLEASANT,TX,USA,33.09688888,-94.96175
OSC,OSCODA/WURTSMITH,OSCODA,MI,USA,44.45152777,-83.39416666
OSH,WITTMAN RGNL,OSHKOSH,WI,USA,43.98437083,-88.5570425
OSU,OHIO STATE UNIVERSITY,COLUMBUS,OH,USA,40.07951555,-83.07321277
OSX,KOSCIUSKO-ATTALA COUNTY,KOSCIUSKO,MS,USA,33.09025,-89.54202777
